ID,Label,Gloss
B191,alus,jawab; jawaban; mangalusi: menjawab; pangalusion; paraluson: cara menjawab baik; mangalushon: menjawabkan; ingkon alusanmu ahu: mesti kau jawab aku.
B192,alusima,jawablah
B193,alut,alut; mangalutaluti = mangurut ii: mengurut; memijit.
B194,alut; ngalut,rasa terkilir
B195,ama,ayah; bapak; tetapi juga saudara ayah yang laki-laki disebut demikian; semua sanak saudara pihak ayah kira-kira seumur dengan dia; amaama; semua yang disebut ayah; saama: seayah; nasida na saama: mereka yang seayah; marama: berayah; marama tu si a: berbapak kepada si a; dongan saama: bersaudara; amang: vocativus: o pak; o bapak!; amang tua: abang ayah; amang uda: adik ayah; amang boru: suami saudara ayah perempuan; haamaon: hal ayah; kebapaan; paramaon: yang dianggap ayah; hubungan anak dengan bapanya; siparamaon: yang berhak dipanggil ama dalam sistem kekerabatan kecuali ayah kandung;diparamangamang: dipersuamikan secara gelap; masiamangamang: memanggil "amang" di belakang seorang laki-laki mengenai seorang perempuan jalang; ama painundun: bapa pengayom; dianggap bapa karena berjasa; (lihat: tundun); ama panoroni: bapa tiri; ama ni a: gelar seorang yang diambil dari nama anak sulung; ama ni pintor: pak pintor; maramaniaha: sudah menjadi ayah; lalu dapat gelar dari nama anak sulungnya; amanta: bapa kita; amantamuna; amanta hamu: ayah kalian; amam: bapak kau (agak kasar); mangamai: mewakili sebagai bapak; menjadi wali; pardiamaon: tanda dengan mana orang mengenal ayahnya; amangmu: bapak kamu (lebih halus).
B196,ama mate ( suami mati),matipul ulu
B197,ama na marsidua-dua,bapak beristeri dua
B198,ama-ama naso,bapak-bapak doyan tarpinsang cewek
B199,amak,tikar yang dianyam dari kercut; amakamak: lapisan jerami alas bulir padi di sawah waktu panen; lapisan bawah dari atap ijuk; mangamakamak: mengembangkan jerami sebagai tikar; siamak pandan = goligoli (and).
B200,amak pandan,tikar pandan
B201,amal,amal; mangamal: mengkhayalkan sesuatu contoh memikirkan suatu rencana; merencanakan; meramal; mangamal bisa: membinasakan bisa ular dengan ilmu gaib.
B202,amang,amang: lihat: ama.
B203,amang (ayah),parsinuan
B204,amang dohot inang,bapak dn ibu
B205,amang; among,bapa
B206,amangbao,suami dari sari saudara perempuan suami kita.
B207,amangboru,suami namboru
B208,amanta raja,bapak yang terhormat
B209,amas,lihat: omas.
B210,amba,amba; tamba; mangambahon=manambahon: menambahkan; mangambai: idem.
B211,amba-amba abba,tambahan
B212,ambal,ambal; mambal; mambalambal: oleng-oleng; berayun; terhuyung-huyung; ambalambal: un-taian; jungkatan; ayunan; ma-ngambalhon: mengunggitkan; me-ngayunkan; menggoyangkan; me-ngalihat:kan (hata) pembicaraan kepada sesuatu yang lain; mangambalambalhon: memperpanjang contoh perkara atau perkawinan seorang perempuan; ambal alus: tidak tepat jawaban; ambal mata: salah lihat:at; tidak melihat:at dengan tepat; mambal gogo: tenaga berkurang.
B213,ambal abbal,beda jauh; terlempar; menyimpang
B214,ambalang,ali-ali; ketapel ayun; mangambalang: mengali-ali; melempar atau menembak dengan ali-ali; ambalangan: ali-ali; mangambalanghon: mengali-alikan; marambalang ha-ta; berserakan dimana-mana; tidak logis berbicara; tidak menentu yaitu percuma; lihat: ba-lang.
B215,ambalang abbalang,ali-ali
B216,ambalungan,ambalungan; renteng ni ambalungan: telur ayam.
B217,amban,amban; tali pangamban: tali untuk pengikat sesuatu.
B218,ambang,ambang i. mangambang: mengira; menyangka; menduga; huambang: kusangka; kukira. ii. mangambangi; menyembelihat: lembu; pa- ngambangion: perjamuan dengandaging lembu. iii. ambangm-bang: kurban sajian; yang di-gantung di rumah batak.
B219,ambar,kolam (alamiah atau buatan); ambarambar: kolam kecil.
B220,ambar (abbar),kolam air; situ
B221,ambar (kolam air),tala; tula
B222,ambargo,sejenis tanaman yang menyerupai suhat.
B223,ambaroba,burung kecil sejenis merpati.
B224,ambaroba abbaroba,burung ambaroba
B225,ambasang,embacang (sejenis mangga).
B226,ambasang abbasang,embacang
B227,ambat,ambat:mangambat: mencegat; menghalangi; melintang; meng-hadang; tarambat: terhambat;ambatabat: penghalang; ambat: bersifat menghalang; melintang; ambatan: warung tuak di tepi jalan untuk istirahat; dangau di danau untuk nelayan menangkap ikan; niambat ni sahit: terhalang oleh penyakit.
B228,ambe,ambe; mangambe: mengayunkan tangan sewaktu berjalan; pangambe: pelambai; cara mengayunkan lengan; lambaian; p.b.: ndang tarpasuman pangambe ni paronan; ndang tarpasuman na binahen ni dongan: tak tertirukan lambaian orang belanja; tak tertirukan perbuatan kawan sesama; membuat sesuatu persis sama adalah mustahil; mangambehon siboanon: membawa barang kecil hal mana hanya mungkin bila yang dibawa itu enteng; mangambehon hata: meneruskan kabar; menyampaikan perkataan kepada orang lain; pangambe ni hata=lapik ni hata: kiasan kata; boru mangambe: gadis murahan; tidak pakai mahar; dikawini karena cacat; atau kusta atau gadis yang langsung pergi ke rumah laki-laki.
B229,ambe abbe,tangan mengayun; tangan hampa
B230,ambe laos,sambil lalu
B231,ambi,ambi; panambi: sesuatu yang ditambahkan; sepotong kain yang dipasang tukang jahit di bagian atas celana; kalau ia di bawah terlalu pendek; papan kecil yang ditarok di tepi solu; sesuatu yang dipasang pada sopo untuk memperbesarnya.
B232,ambil,memperdulikan; mengindahkan; memuliakan; meng-hargai; ndang diambil be ahunanggo saimput ni bisa: sebun-tut ulat pun aku tak diperdu-likannya lagi. ii. mangambilhon: membawa; mengajak orangke pesta atau pergi bertamu. iii. ambilambil: tanaman sa-yur.
B233,ambila,ambila=begu: hantu jahat; roh jahat.
B234,ambir,ambir; ambirambir: gelambir pada leher lembu; lipatan kulit leher lembu yang tergantung-gantung; mambirambir: go- yah; ungkangangkit; bergantung terkelepai; mambir dengdeng: daging itu tidak kuat lagi; artinya: sudah tua sekali; mambir dengdeng; sungkot gogo: tua bangka; tua renta; kehabisan tenaga karena tua.
B235,ambit,ambit; marambit: menggendong anak di depan; mangambit; menggendong; pangambit: kain gendongan; na niambit ni hu-ta: orang yang berada dalam perlindungan desa; niambit ni raja: terlindung; terayomi o-leh raja.
B236,ambitan ,ambitan = tanggurung: (and).
B237,ambol,ambol; na so marambolambol: yang tidak ada bandingannya; tidak ada taranya.
B238,ambolas,hujan es; udan ambolas: hujan es; ambolas batu: hujan es yang butir-butirnya seperti batu keras; ambolas eme: hujan es yang butir-butirnya putih kecil.
B239,ambolong,ambolong = bolong: terbuang; mangambolonghon: membuangkan; marambolongan: berceceran; terbuang-buang dimana-mana da-lam jumlah banyak; siambolong: apa yang dianggap tidak ber-harga; ampas; sampah masyarakat contoh isteri kedua; juga benda-benda.
B240,ambolong abbolong,buang; terbuang
B241,ambor,ambor; amborion=ombunombunon.
B242,amborgo,dingin; amborgoon: kedinginan; lihat: borgo.
B243,ambu,ambu; ambuambu ni juhut: bumbu masakan contoh garam; bawang; ambuambuan: sejenis lauk pauk yang dibuat dari harambir.
B244,ambu abbu,buang
B245,ambuang,ambuang; marambuang: meraung; menggerung mengenai anjing.
B246,ambubu,ambubu = sambubu: ubun-ubun. ambung: mudah; enteng; ringan; mangambunghon: menerjunkan se-seorang sambil memegang tangannya.
B247,ambul abbul,andalan; kebolehan
B248,ambur,ambur; mambur: menghilang; hilang; p.b.: langkitang gabe hapur; na hinilang gabe mambur: siput air jadi kapur; yang didapat secara tidak adil akan hilang lenyap; mangambur: melompat; mangamburambur: melonjak-lonjak; melompat-lompat; mangamburhon; membuang-buang; memboroskan.
B249,amburat ,amburat = amburet.
B250,ambure,ambure; mangamburehon; (dipangamburehon); memboroskan; mengaburkan.
B251,amburet,amburet=amburuk: dubur.
B252,amburget ,amburget = amburuk.
B253,amburhom,sejenis merpati yang besar.
B254,amburhung,sejenis penyakit ayam (yang gemetaran selalu duduk berdiam); amburhungon: kena penyakit ini.
B255,amburuk,kata halus untuk pantat; dubur.
B256,amen,amin
B257,amin,amin; i. mangamin: memaafkan orang; membela; mendukung; ma-siaminaminan: saling menyokong; saling mendukung; masiaminaminan songon lampak ni ga-ol: saling menyokong seperti halnya dengan kulit batang pisang. ii. mangamini: menata dengan halus dan cermat (tentang pakaian; benda-benda). iii. amin: amen; amin.
B258,amis,lapisan kayu yang dibawah kulit; gubal.
B259,amo,amo; mangamoamo: memperlakukan; memegang dengan hati-hati (benda-benda yang dapat pecah belah).
B260,among mangulahi,ompungnya ayah kita
B261,among; amang,bapa; ayah
B262,among/amang,ayah atau bapak kita
B263,amot,amot; mangamoti: melindungi tondi ladang; niamotan: buah pertama ( = patumonaan: lihat: mona).
B264,ampa,bijak
B265,ampal,ampal=ambal; ampal tu jae; ampal tu julu songon hotuk ni aili: berguncang-guncang hilir mudik seperti ketuk-ketuk pengusir babi hutan: dikatakan tentang orang yang dihalau kemana-mana dan tidak dapat ketenangan; mangampalampal: tidak berkaitan; tidak ada hubungan satu sama lain.
B266,ampang,bakul yang dianyam di bawah; berbentuk empat segi dan di atas bundar; juga dipakai sebagai takaran beras atau padi; parampangan: bakul besar dimana di dalamnya disimpan bakul-bakul kecil; na marampang na marjual=na marpatik na maruhum: seseorang yang memakai takaran dengan baik dan jujur; menimbang secara adil dan punya undang-undang dan hukum keadilan; mangihut di ampang: berlangsungnya per-kawinan seorang gadis hanya dengan membawa bakul makanan buat pihak mertuanya; karena mahar (mas kawin) sudah beres sebelumya; marmanuk di ampang: meramalkan masa depan berdasarkan letak badan ayam yang lehernya dipotong segera ditutup dengan "ampang" (tentang dukun); parampang ni luat: bagian dari pekan yang dikhususkan bagi sesuatu daerah untuk menyimpan barang mereka; p.b.: sadampang gogo; sanjomput tua: tenaga satu ampang banyaknya; keuntungan hanya sejenisemput; kerja mati-matian; hasil minim; manghunti ampang: mempe- lai baru; yang pertama kali membawa makanan kepada mertuanya; suhi ni ampang na opat: sudut bakul nan empat; sebagai lambang empat fungsional penerima mas kawin pada adat menikahkan puteri empat; kerabat yang paling utama; dalam hal ini diingat kepada ampang yang ditutupkan datu pada ayam sembilahan itu; bila ayam itu menggelepar sampai keranjang jatuh; artinya celaka. oleh karena itu keempat sudut keranjang harus diperberat.
B267,ampang appang,bakul
B268,ampang na marjual,wadah/ keranjang berisi daging hewan adat.
B269,ampangampang,sejenis rumput; simarampangampang: idem.
B270,ampapaga,sejenis tanaman merambat.
B271,ampapaluan,ampapaluan=papaluan
B272,ampar,ampar; mampar: tersebar; terserak-serak (ternak; manusia; benda; desa; d.l.l); mampar roha: lalai; lengah; mangamparhon: menghamburkan; mangamparhon hata: membentangkan perkara; mengumumkan; mangamparhon hepeng: menghambur-ham-burkan uang; memboroskan uang; mangampar ruji: mengocok kembali lidi ijuk sesudah selesai perhitungan (dengan lidi ijuk tadinya).
B273,ampara,saudara dalam arti luas; kawan semarga.
B274,amparan,sejenis tikar lebar (amak)
B275,ampe,diangkat; terletak di atas sesuatu; diletakkan; mampe: idem; mangampehon: meletakkan di atas sesuatu contoh pundak; meja; pampe: diangkat; dinobatkan; contoh dikatakan tentang seorang raja: pampe gabe raja: diangkat menjadi raja; pampe di roha: hafal; dipelajari luar kepala; melekat dalam pikiran; ampe di sambubu:peak di abara: terangkat ke ubun-ubun; terletak pada bahu; dikatakan tentang penderitaan yang tidak bisa dihindari.
B276,ampe di simanjujung,mantap di atas kepala
B277,ampere,ampere; maramperean: tersebar mengenai ternak.
B278,ampihampik,tas; pundi-pundi dari kulit.
B279,ampilalas,ampilalas; taoar siampilalas: bentuk taoar tertentu yang diberikan kepada penawar sihir.
B280,ampilas,angin puting beliung yang keras.
B281,ampin,ampin; i. mangampini: membela seseorang; memaafkan; melindungi; pangampinion: pembelaan; jolma ampinan: orang yang terus dibela oleh kawan-kawannya karena kejelekannya tidak diketahui atau tidak dipercayai. ii. mangampin: menggulung tenunan; agar terjangkau tangan penenun; saampin: segulung tenunan; panjangnya sepenenunan.
B282,ampin appin,berpihak; membela
B283,ampipira,sejenis semak belukar.
B284,ampir,ampir; mangampir: kesemutan; semut-semutan (kaki; tangan); pangampirhon: merasakan khasiat (dari obat); lihat: hampir.
B285,ampir appir,rasa getir; semutan
B286,ampit,serasi; selaras; cocok; ampit boruboru i tu anak i: gadis itu cocok dengan lajang itu; ampit bonang tu itom: benangnya serasi dengan warna nila itu.
B287,ampitampit,tas dari kulit lembu atau kulit kambing.
B288,ampodi,tikus besar di bawah rumpun bambu.
B289,ampolas,daun-daun yang dipakai mengilapkan; melicinkan kayu; juga: alat pengamplas; kayu untuk mengupam; mangampolas: mengupam; mengamplas; menggosok agar licin.
B290,ampolu,sejenis pohon kayu yang buahnya dapat dimakan.
B291,amporik,burung sawah; amporik silopak: burung perik yang kepalanya berwarna putih; amporik silolom: burung perik yang berwarna hitam; amporik sijirit: sejenis burung perik yang lain.
B292,amporik apporik,burung kecil
B293,amporotan,ada sesuatu yang tersangkut dalam kerongkongan (tulang ikan); lihat: porot.
B294,amporotan apporotan,terselak
B295,ampot,kain; pakaian camping untuk anak-anak; = siantal. ii. mangampot: mengikat; tali pangampot: tali untuk mengikat sesuatu; ampot ni hail: tali kail;tali pancing.
B296,ampu,ampu; mangampu=mangabing: memangku; kiasan: mengambil tanggungjawab orang lain; menjamin; contoh seorang raja yang menjamini bawahannya; mangampu hasuhuton: mengambil tanggung jawab dan pimpinan seperti sering dilakukan contoh seorang raja untuk rakyatnya; ampuan: pangkuan; haribaan; mungkin kata parompuan berasal dari kata parampuan: perempuan; wanita; harf yang mempunyai pangkuan; marpangampu; mempunyai penjamin; mangampu gana: sebagai pengganti orang lain contoh untuk seorang bawahan bersumpah.
B297,ampu appu,ucapan terimakasih
B298,ampuan,lihat: ampu.
B299,ampuan appuan,pangkuan
B300,ampudan,lihat: ampudang: anak laki-laki yang bungsu; termuda; damang siampudan: adik laki-laki yang bungsu dari nenek laki-laki saya; sian pudian (siampudan); yang lahir terakhir; anak bungsu.
B301,ampudan; siampudan,anak bungsu
B302,ampun,ampun; maaf; mangido ampun: meminta maaf; ampun; mangampun: mengaku telah bertobat; minta diampuni; pangampunan: pengampunan; maaf.
B303,ampuna,(dari na dan ampuna); pemilik; yang empunya; kepunyaan; ahu do nampunasa: aku yang empunya itu (bila objek diketahui); marnampuna: ada yang mempunyainya.
B304,ampung,ampung; mangampung: melompat untuk menerkam (harimau); pangampungon: kepandaian melompat terutama karena kekuatan dalam ilmu gaib; (alemu).
B305,ampung appung,lompat
B306,ampuras appuras,keadaan buah menuju matang.
B307,amudi,setir; kemudi; mangamudi: menyetir; mengemudi; pangamudi; juara mudi: pengemudi; juru mudi; mangamudihon: mengemudikan kapal; menjalankan; memutar kemudi.
B308,amun,amun; siamun: kanan; lihat: hamun.
B309,an,kata penunjuk: itu (ditempatkan di belakang kata benda); dolok an: gunung itu; gunung sana. ana; mangana: menunggu sesuatu; mengintai; melihat:at-lihat:at; manganaana: mengawasi sesuatu untuk diambil atau dijaga; manganahon: mengawasi; mengamati seseorang.
B310,anaha,vocativus dari anak; hai ananda; anakku!
B311,anak,anak laki-laki; anak jantan; anak saudara laki-laki; anak dari semua orang semarga yang kira-kira seumur; bunga uang; maranak: beranak; berbunga; paranahon: hubungan bapak terhadap anak; anak mata: laki-laki merdeka (balik: hatoban); anak gajian: orang yang digaji bekerja; anak singkola: murid; siswa; anak parau: awak kapal; anak dagang: orang asing; orang yang berasal dari wilayah lain; anak somang: anak semang; kenek; pelayan; anak hinsu: anak kunci; anak baju: kemeja; anak gampang: anak pelacur; anak ni tangan: kelingking tangan; anak ni pat: kelingking kaki; anak ni mata: biji mata; orang yang menjauhkan diri dari teman-temannya; yang memilihat: jalannya sendiri; anak ni hau: tunas; anak ni gaol: tunas pisang; anak ni bodil: peluru; anak ni surat: tanda-tanda bantu buat tulisan batak; anak ni hepeng: bunga uang;anak ni manuk: anak ayam; anak ni tangga: anak tangga; anak ni hau api: anak korek api; anak ni lombu: anak lembu; anak ni gordang: genderang yang terkecil; manganahi; paanakhon: membungakan duit; (i)anakkon: anak putera atau puteri; anak-anak: yang kecil; juga: batang kursi tenung; bondar anakanak: tali air kecil. anang; manganang: mengasami; mengasini; contoh ikan.
B312,anak ( putra,gelleng; dakdanak; dohot boru dan putri ) anakhon
B313,anak buhabaju,putra pertama lahir dari semua putra-putri kita.
B314,anak mangoli,putra kita yang telah nikah
B315,anak mangoli (putra nikah),mangalap boru
B316,anak na ni ain,anak/putra angkat;diberi marganya Amangboru dari isterinya(marga pariban)
B317,anak ni gampang,anak haram
B318,anak ni ojong-ojong,anak ayam boleh dipotong utk dimakan
B319,anak panggoaran,putra kandung pertama yang namanya jadi nama panggilan kita(Ama Ruben; Nai Ruben; dll)
B320,anak siampudan,putra kandung paling bungsu
B321,anak siangkangan,putra pertama dari semua putra kita.
B322,anak sipaidua,anak yang kedua
B323,anakboru na tuit,anak gadis kurang sopan; suka menggoda.
B324,anakhon anakkon,putra - putri
B325,anangko,pencuri
B326,andaliman,tanaman cabai yang tumbuh di hutan.
B327,andalu,alu; kayu bulat panjang alat penumbuk padi; gas andalu: dikatakan tentang air mengalir sebegitu hebatnya hingga alu-alu kincir patah; manuk langkalangku andalu: tentang ayam kecil: begitu besarnya; sehingga bisa melangkahi alu.
